order_id,product_id,rank
718829,12,2
718829,4,3
718829,55,4
718829,41,5
718829,53,6
718829,25,7
718829,2,8
718829,32,9
718829,7,10
718829,6,11
718829,3,12
719372,31,1
719372,33,2
719372,36,3
719372,12,4
719372,27,5
719372,48,6
719372,6,7
719372,26,8
719372,16,9
719372,56,10
719372,58,11
719453,4,1
719453,3,2
719453,39,3
719453,48,4
719453,28,5
719453,29,6
719453,1,7
719453,42,8
719453,46,9
719453,54,10
719453,40,11
719453,23,12
719453,19,13
719635,10,1
719635,31,2
719635,12,3
719635,54,4
719635,38,5
719635,13,6
719635,27,7
719635,21,8
719635,60,9
719635,48,10
719718,31,1
719718,10,2
719718,9,3
719718,12,4
719718,48,5
719718,41,6
719718,57,7
719718,1,8
719718,49,9
719718,28,10
719718,38,11
719718,42,12
719718,35,13
719875,31,1
719875,39,2
719875,45,3
719875,19,4
719875,51,5
719875,27,6
719875,16,7
719875,6,8
719875,13,9
719875,18,10
719875,38,11
719875,25,12
720391,30,1
720391,2,2
720391,12,3
720391,8,4
720391,54,5
720391,42,6
720391,1,7
720391,28,8
720391,60,9
720391,25,10
720391,40,11
720391,19,12
720812,57,1
720812,4,2
720812,39,3
720812,11,4
720812,13,5
720812,15,6
720812,50,7
720812,44,8
720812,6,9
720812,9,10
720812,32,11
720812,8,12
720886,1,1
720886,11,2
720886,38,3
720886,39,4
720886,59,5
720886,18,6
720886,19,7
720886,42,8
720886,27,9
720886,3,10
720886,30,11
720886,9,12
720886,36,13
720886,45,14
720895,36,1
720895,52,2
720895,23,3
720895,3,4
720895,30,5
720895,32,6
720895,11,7
720895,46,8
720895,21,9
720895,40,10
720895,4,11
720895,12,12
721045,2,1
721045,29,2
721045,4,3
721045,28,4
721045,11,5
721045,58,6
721045,44,7
721045,8,8
721045,43,9
721045,6,10
721045,33,11
721045,35,12
721274,58,1
721274,36,2
721274,28,3
721274,30,4
721274,38,5
721274,8,6
721274,19,7
721274,15,8
721274,3,9
721274,1,10
721274,5,11
721274,23,12
721274,31,13
721311,22,1
721311,13,2
721311,29,3
721311,4,4
721311,12,5
721311,38,6
721311,1,7
721311,34,8
721311,24,9
721311,23,10
721311,45,11
721325,12,1
721325,1,2
721325,30,3
721325,37,4
721325,50,5
721325,7,6
721325,27,7
721325,13,8
721325,22,9
721325,60,10
721332,13,1
721332,50,2
721332,12,3
721332,5,4
721332,33,5
721332,3,6
721332,28,7
721332,40,8
721332,1,9
721332,29,10
721332,57,11
721332,23,12
721342,4,1
721342,32,2
721342,2,3
721342,54,4
721342,20,5
721342,61,6
721342,12,7
721342,36,8
721342,3,9
721342,15,10
721410,4,1
721410,40,2
721410,7,3
721410,24,4
721410,51,5
721410,8,6
721410,9,7
721410,36,8
721410,39,9
721410,5,10
721410,55,11
721410,23,12
721410,1,13
721614,15,1
721614,23,2
721614,21,3
721614,27,4
721614,13,5
721614,2,6
721614,44,7
721614,24,8
721614,31,9
721614,33,10
721614,42,11
721703,4,1
721703,12,2
721703,13,3
721703,8,4
721703,62,5
721703,11,6
721703,15,7
721703,1,8
721703,60,9
721703,18,10
721743,28,1
721743,49,2
721743,36,3
721743,27,4
721743,46,5
721743,54,6
721743,18,7
721743,31,8
721743,10,9
721743,62,10
722020,4,1
722020,12,2
722020,59,3
722020,8,4
722020,2,5
722020,48,6
722020,35,7
722020,62,8
722020,28,9
722020,49,10
722031,12,1
722031,15,2
722031,4,3
722031,19,4
722031,16,5
722031,32,6
722031,54,7
722031,33,8
722031,38,9
722031,23,10
722117,7,1
722117,29,2
722117,11,3
722117,39,4
722117,27,5
722117,1,6
722117,35,7
722117,52,8
722117,57,9
722117,6,10
722132,61,1
722132,12,2
722132,4,3
722132,62,4
722132,13,5
722132,59,6
722132,8,7
722132,32,8
722132,18,9
722132,37,10
722132,63,11
722651,25,1
722651,47,2
722651,28,3
722651,2,4
722651,3,5
722651,52,6
722651,35,7
722651,6,8
722651,53,9
722651,11,10
722674,38,1
722674,29,2
722674,30,3
722674,40,4
722674,28,5
722674,13,6
722674,3,7
722674,1,8
722674,48,9
722674,18,10
722674,53,11
722908,53,1
722908,1,2
722908,23,3
722908,12,4
722908,55,5
722908,15,6
722908,42,7
722908,26,8
722908,52,9
722908,6,10
722908,29,11
722908,48,12
722908,28,13
722951,45,1
722951,15,2
722951,18,3
722951,31,4
722951,53,5
722951,59,6
722951,16,7
722951,46,8
722951,33,9
722951,37,10
723096,30,1
723096,2,2
723096,36,3
723096,33,4
723096,3,5
723096,27,6
723096,19,7
723096,21,8
723096,49,9
723096,52,10
723248,39,1
723248,5,2
723248,10,3
723248,48,4
723248,38,5
723248,36,6
723248,29,7
723248,52,8
723248,45,9
723248,13,10
723248,49,11
723285,26,1
723285,7,2
723285,41,3
723285,5,4
723285,50,5
723285,36,6
723285,44,7
723285,2,8
723285,27,9
723285,39,10
723285,4,11
723318,11,1
723318,5,2
723318,6,3
723318,13,4
723318,25,5
723318,26,6
723318,39,7
723318,2,8
723318,33,9
723318,37,10
723318,1,11
723373,51,1
723373,48,2
723373,28,3
723373,11,4
723373,2,5
723373,35,6
723373,6,7
723373,7,8
723373,29,9
723373,14,10
723373,4,11
723373,54,12
723444,29,1
723444,41,2
723444,19,3
723444,52,4
723444,30,5
723444,62,6
723444,33,7
723444,51,8
723444,4,9
723444,48,10
723502,26,1
723502,51,2
723502,4,3
723502,50,4
723502,39,5
723502,54,6
723502,1,7
723502,42,8
723502,18,9
723502,19,10
723502,63,11
723502,34,12
723620,12,1
723620,4,2
723620,51,3
723620,9,4
723620,6,5
723620,1,6
723620,21,7
723620,55,8
723620,24,9
723620,46,10
723631,20,1
723631,18,2
723631,31,3
723631,12,4
723631,59,5
723631,38,6
723631,37,7
723631,42,8
723631,33,9
723631,56,10
723683,11,1
723683,48,2
723683,32,3
723683,45,4
723683,58,5
723683,23,6
723683,36,7
723683,62,8
723683,41,9
723683,39,10
723683,1,11
723683,15,12
723683,35,13
723683,7,14
723881,15,1
723881,10,2
723881,11,3
723881,33,4
723881,35,5
723881,40,6
723881,5,7
723881,4,8
723881,36,9
723881,47,10
723975,31,1
723975,19,2
723975,25,3
723975,12,4
723975,54,5
723975,6,6
723975,2,7
723975,9,8
723975,20,9
723975,23,10
724230,9,1
724230,29,2
724230,8,3
724230,52,4
724230,11,5
724230,23,6
724230,39,7
724230,14,8
724230,54,9
724230,31,10
724443,3,1
724443,49,2
724443,12,3
724443,36,4
724443,6,5
724443,30,6
724443,60,7
724443,29,8
724443,4,9
724443,16,10
724443,41,11
724443,40,12
724443,53,13
724581,4,1
724581,23,2
724581,15,3
724581,45,4
724581,59,5
724581,8,6
724581,51,7
724581,53,8
724581,46,9
724581,40,10
724756,10,1
724756,8,2
724756,4,3
724756,42,4
724756,17,5
724756,32,6
724756,12,7
724756,62,8
724756,23,9
724756,2,10
724756,1,11
725062,35,1
725062,3,2
725062,21,3
725062,49,4
725062,29,5
725062,28,6
725062,36,7
725062,13,8
725062,10,9
725062,52,10
725062,39,11
725295,21,1
725295,25,2
725295,4,3
725295,12,4
725295,48,5
725295,2,6
725295,1,7
725295,53,8
725295,42,9
725295,28,10
725447,36,1
725447,7,2
725447,39,3
725447,27,4
725447,30,5
725447,31,6
725447,1,7
725447,26,8
725447,21,9
725447,13,10
725447,37,11
725447,5,12
725447,23,13
725562,2,1
725562,1,2
725562,51,3
725562,50,4
725562,11,5
725562,39,6
725562,29,7
725562,18,8
725562,7,9
725562,59,10
725562,36,11
725562,27,12
725620,4,1
725620,54,2
725620,12,3
725620,50,4
725620,1,5
725620,2,6
725620,35,7
725620,33,8
725620,55,9
725620,23,10
725876,4,1
725876,50,2
725876,27,3
725876,13,4
725876,55,5
725876,20,6
725876,14,7
725876,54,8
725876,46,9
725876,52,10
725881,16,1
725881,45,2
725881,27,3
725881,4,4
725881,3,5
725881,12,6
725881,61,7
725881,35,8
725881,7,9
725881,36,10
726108,51,1
726108,12,2
726108,38,3
726108,48,4
726108,4,5
726108,52,6
726108,35,7
726108,1,8
726108,27,9
726108,40,10
726108,41,11
726136,54,1
726136,15,2
726136,4,3
726136,45,4
726136,19,5
726136,1,6
726136,12,7
726136,30,8
726136,49,9
726136,36,10
726136,21,11
726136,32,12
726276,23,1
726276,1,2
726276,39,3
726276,27,4
726276,36,5
726276,31,6
726276,13,7
726276,7,8
726276,30,9
726276,42,10
726394,3,1
726394,50,2
726394,41,3
726394,6,4
726394,1,5
726394,32,6
726394,35,7
726394,25,8
726394,4,9
726394,58,10
726810,1,1
726810,25,2
726810,27,3
726810,2,4
726810,31,5
726810,45,6
726810,18,7
726810,59,8
726810,29,9
726810,5,10
726842,52,1
726842,7,2
726842,8,3
726842,28,4
726842,39,5
726842,60,6
726842,42,7
726842,29,8
726842,45,9
726842,33,10
727152,30,1
727152,60,2
727152,36,3
727152,52,4
727152,23,5
727152,15,6
727152,14,7
727152,33,8
727152,59,9
727152,46,10
727152,12,11
727267,15,1
727267,48,2
727267,53,3
727267,30,4
727267,62,5
727267,39,6
727267,13,7
727267,4,8
727267,1,9
727267,28,10
727267,45,11
727401,4,1
727401,39,2
727401,9,3
727401,1,4
727401,56,5
727401,7,6
727401,36,7
727401,24,8
727401,26,9
727401,35,10
727401,32,11
727438,27,1
727438,62,2
727438,1,3
727438,29,4
727438,40,5
727438,59,6
727438,31,7
727438,55,8
727438,11,9
727438,13,10
727550,4,1
727550,44,2
727550,33,3
727550,22,4
727550,43,5
727550,1,6
727550,52,7
727550,41,8
727550,50,9
727550,19,10
727718,4,1
727718,41,2
727718,15,3
727718,55,4
727718,20,5
727718,18,6
727718,12,7
727718,46,8
727718,38,9
727718,33,10
727718,9,11
728201,28,1
728201,36,2
728201,4,3
728201,33,4
728201,21,5
728201,6,6
728201,12,7
728201,42,8
728201,8,9
728201,19,10
728214,13,1
728214,8,2
728214,11,3
728214,35,4
728214,52,5
728214,20,6
728214,15,7
728214,54,8
728214,32,9
728214,26,10
728325,60,1
728325,12,2
728325,6,3
728325,35,4
728325,2,5
728325,28,6
728325,48,7
728325,61,8
728325,58,9
728325,25,10
728325,32,11
728384,4,1
728384,51,2
728384,39,3
728384,22,4
728384,43,5
728384,35,6
728384,57,7
728384,42,8
728384,44,9
728384,48,10
728541,15,1
728541,10,2
728541,8,3
728541,19,4
728541,54,5
728541,18,6
728541,4,7
728541,17,8
728541,50,9
728541,1,10
728541,2,11
728541,13,12
728598,50,1
728598,1,2
728598,12,3
728598,7,4
728598,28,5
728598,26,6
728598,9,7
728598,16,8
728598,25,9
728598,21,10
728610,35,1
728610,42,2
728610,12,3
728610,52,4
728610,25,5
728610,30,6
728610,38,7
728610,7,8
728610,23,9
728610,53,10
728610,14,11
728616,1,1
728616,42,2
728616,38,3
728616,6,4
728616,51,5
728616,31,6
728616,50,7
728616,33,8
728616,59,9
728616,36,10
728897,1,1
728897,58,2
728897,3,3
728897,32,4
728897,8,5
728897,2,6
728897,30,7
728897,11,8
728897,16,9
728897,4,10
729069,23,1
729069,11,2
729069,30,3
729069,19,4
729069,53,5
729069,3,6
729069,51,7
729069,22,8
729069,35,9
729069,36,10
729125,22,1
729125,12,2
729125,8,3
729125,50,4
729125,60,5
729125,44,6
729125,2,7
729125,33,8
729125,1,9
729125,17,10
729184,3,1
729184,8,2
729184,2,3
729184,42,4
729184,28,5
729184,12,6
729184,4,7
729184,41,8
729184,7,9
729184,35,10
729220,12,1
729220,2,2
729220,49,3
729220,55,4
729220,23,5
729220,45,6
729220,27,7
729220,57,8
729220,51,9
729220,32,10
729241,60,1
729241,63,2
729241,31,3
729241,23,4
729241,51,5
729241,38,6
729241,13,7
729241,39,8
729241,32,9
729241,27,10
729524,31,1
729524,17,2
729524,33,3
729524,54,4
729524,55,5
729524,12,6
729524,23,7
729524,36,8
729524,60,9
729524,34,10
729524,7,11
729825,15,1
729825,8,2
729825,12,3
729825,7,4
729825,55,5
729825,18,6
729825,42,7
729825,59,8
729825,1,9
729825,4,10
729825,26,11
729825,33,12
729825,9,13
729825,13,14
729825,25,15
730001,52,1
730001,54,2
730001,7,3
730001,29,4
730001,8,5
730001,30,6
730001,48,7
730001,9,8
730001,5,9
730001,4,10
730088,51,1
730088,1,2
730088,16,3
730088,39,4
730088,28,5
730088,19,6
730088,27,7
730088,55,8
730088,59,9
730088,11,10
730088,46,11
730266,59,1
730266,10,2
730266,31,3
730266,33,4
730266,52,5
730266,36,6
730266,28,7
730266,60,8
730266,47,9
730266,2,10
730266,44,11
730266,6,12
730340,46,1
730340,31,2
730340,55,3
730340,13,4
730340,23,5
730340,6,6
730340,54,7
730340,1,8
730340,7,9
730340,35,10
730420,61,1
730420,37,2
730420,24,3
730420,8,4
730420,4,5
730420,15,6
730420,23,7
730420,45,8
730420,50,9
730420,55,10
730420,2,11
730517,15,1
730517,4,2
730517,40,3
730517,38,4
730517,54,5
730517,6,6
730517,25,7
730517,26,8
730517,50,9
730517,49,10
730538,31,1
730538,38,2
730538,24,3
730538,39,4
730538,3,5
730538,30,6
730538,1,7
730538,46,8
730538,57,9
730538,23,10
730622,31,1
730622,39,2
730622,60,3
730622,27,4
730622,20,5
730622,53,6
730622,7,7
730622,57,8
730622,34,9
730622,23,10
730661,12,1
730661,8,2
730661,28,3
730661,18,4
730661,21,5
730661,13,6
730661,57,7
730661,5,8
730661,35,9
730661,46,10
731100,4,1
731100,61,2
731100,39,3
731100,35,4
731100,29,5
731100,11,6
731100,2,7
731100,28,8
731100,1,9
731100,16,10
731127,2,1
731127,48,2
731127,12,3
731127,27,4
731127,29,5
731127,23,6
731127,10,7
731127,3,8
731127,7,9
731127,35,10
731127,24,11
731301,14,1
731301,13,2
731301,12,3
731301,15,4
731301,5,5
731301,7,6
731301,8,7
731301,4,8
731301,18,9
731301,19,10
731406,31,1
731406,32,2
731406,27,3
731406,13,4
731406,35,5
731406,3,6
731406,38,7
731406,30,8
731406,28,9
731406,40,10
731652,38,1
731652,1,2
731652,13,3
731652,27,4
731652,54,5
731652,31,6
731652,39,7
731652,49,8
731652,7,9
731652,17,10
731652,5,11
731652,23,12
731739,31,1
731739,51,2
731739,34,3
731739,13,4
731739,26,5
731739,49,6
731739,25,7
731739,60,8
731739,42,9
731739,17,10
731739,63,11
731739,18,12
731739,57,13
731955,37,1
731955,48,2
731955,7,3
731955,25,4
731955,42,5
731955,36,6
731955,41,7
731955,55,8
731955,28,9
731955,46,10
732041,45,1
732041,4,2
732041,23,3
732041,29,4
732041,15,5
732041,8,6
732041,28,7
732041,1,8
732041,46,9
732041,40,10
732041,54,11
732041,37,12
732214,4,1
732214,15,2
732214,2,3
732214,54,4
732214,39,5
732214,19,6
732214,37,7
732214,7,8
732214,27,9
732214,3,10
732214,30,11
732214,55,12
732327,4,1
732327,12,2
732327,32,3
732327,45,4
732327,21,5
732327,8,6
732327,53,7
732327,16,8
732327,19,9
732327,37,10
732469,59,1
732469,2,2
732469,27,3
732469,4,4
732469,13,5
732469,21,6
732469,39,7
732469,45,8
732469,53,9
732469,48,10
732469,35,11
732469,36,12
732469,6,13
732592,41,1
732592,23,2
732592,2,3
732592,15,4
732592,40,5
732592,26,6
732592,51,7
732592,31,8
732592,49,9
732592,32,10
732639,4,1
732639,37,2
732639,12,3
732639,52,4
732639,36,5
732639,2,6
732639,7,7
732639,35,8
732639,27,9
732639,11,10
732639,59,11
732639,19,12
732859,54,1
732859,39,2
732859,1,3
732859,15,4
732859,35,5
732859,31,6
732859,8,7
732859,50,8
732859,51,9
732859,49,10
732859,21,11
732952,4,1
732952,23,2
732952,46,3
732952,35,4
732952,33,5
732952,36,6
732952,60,7
732952,30,8
732952,52,9
732952,6,10
732952,32,11
732953,12,1
732953,26,2
732953,32,3
732953,4,4
732953,51,5
732953,52,6
732953,1,7
732953,20,8
732953,30,9
732953,7,10
733073,24,1
733073,35,2
733073,3,3
733073,13,4
733073,5,5
733073,48,6
733073,11,7
733073,29,8
733073,7,9
733073,6,10
733073,12,11
733073,9,12
733087,4,1
733087,21,2
733087,54,3
733087,12,4
733087,15,5
733087,18,6
733087,9,7
733087,46,8
733087,7,9
733087,45,10
733119,31,1
733119,40,2
733119,54,3
733119,46,4
733119,9,5
733119,6,6
733119,52,7
733119,28,8
733119,48,9
733119,30,10
733119,13,11
733119,8,12
733125,41,1
733125,28,2
733125,12,3
733125,15,4
733125,2,5
733125,7,6
733125,36,7
733125,9,8
733125,4,9
733125,52,10
733125,1,11
733125,6,12
733125,21,13
733125,35,14
733135,4,1
733135,1,2
733135,12,3
733135,7,4
733135,11,5
733135,35,6
733135,19,7
733135,3,8
733135,29,9
733135,41,10
733135,6,11
733135,9,12
733230,29,1
733230,24,2
733230,45,3
733230,33,4
733230,59,5
733230,27,6
733230,39,7
733230,40,8
733230,23,9
733230,4,10
733336,31,1
733336,34,2
733336,2,3
733336,43,4
733336,24,5
733336,42,6
733336,49,7
733336,57,8
733336,60,9
733336,37,10
733336,1,11
733413,35,1
733413,7,2
733413,6,3
733413,59,4
733413,12,5
733413,5,6
733413,11,7
733413,30,8
733413,57,9
733413,48,10
733493,11,1
733493,25,2
733493,21,3
733493,6,4
733493,13,5
733493,2,6
733493,36,7
733493,12,8
733493,8,9
733493,46,10
733573,58,1
733573,30,2
733573,8,3
733573,12,4
733573,7,5
733573,36,6
733573,21,7
733573,1,8
733573,16,9
733573,11,10
733573,53,11
733714,23,1
733714,4,2
733714,9,3
733714,12,4
733714,50,5
733714,25,6
733714,7,7
733714,2,8
733714,17,9
733714,48,10
733831,12,1
733831,60,2
733831,52,3
733831,28,4
733831,38,5
733831,49,6
733831,1,7
733831,42,8
733831,31,9
733831,40,10
733831,24,11
733831,8,12
733831,35,13
733831,19,14
733831,29,15
733866,3,1
733866,1,2
733866,35,3
733866,41,4
733866,48,5
733866,13,6
733866,27,7
733866,29,8
733866,43,9
733866,60,10
733866,42,11
733930,31,1
733930,50,2
733930,52,3
733930,48,4
733930,22,5
733930,2,6
733930,60,7
733930,32,8
733930,59,9
733930,45,10
734021,1,1
734021,18,2
734021,15,3
734021,32,4
734021,12,5
734021,4,6
734021,23,7
734021,36,8
734021,8,9
734021,35,10
734021,41,11
734073,42,1
734073,23,2
734073,33,3
734073,31,4
734073,2,5
734073,59,6
734073,39,7
734073,21,8
734073,32,9
734073,27,10
734285,22,1
734285,31,2
734285,23,3
734285,36,4
734285,56,5
734285,38,6
734285,3,7
734285,25,8
734285,43,9
734285,45,10
734285,1,11
734379,27,1
734379,12,2
734379,2,3
734379,1,4
734379,33,5
734379,31,6
734379,41,7
734379,13,8
734379,42,9
734379,26,10
734748,4,1
734748,23,2
734748,27,3
734748,13,4
734748,45,5
734748,38,6
734748,59,7
734748,7,8
734748,26,9
734748,30,10
734748,22,11
734748,3,12
734877,39,1
734877,16,2
734877,1,3
734877,35,4
734877,15,5
734877,38,6
734877,27,7
734877,13,8
734877,26,9
734877,25,10
734877,42,11
734877,37,12
735124,10,1
735124,15,2
735124,31,3
735124,55,4
735124,59,5
735124,1,6
735124,39,7
735124,46,8
735124,2,9
735124,23,10
735124,3,11
735124,9,12
735201,31,1
735201,17,2
735201,24,3
735201,15,4
735201,48,5
735201,32,6
735201,33,7
735201,18,8
735201,5,9
735201,36,10
735340,58,1
735340,4,2
735340,39,3
735340,1,4
735340,36,5
735340,15,6
735340,7,7
735340,9,8
735340,28,9
735340,27,10
735436,31,1
735436,5,2
735436,46,3
735436,41,4
735436,39,5
735436,37,6
735436,55,7
735436,30,8
735436,38,9
735436,40,10
735436,1,11
735436,35,12
735482,17,1
735482,41,2
735482,31,3
735482,58,4
735482,39,5
735482,22,6
735482,1,7
735482,19,8
735482,9,9
735482,3,10
735482,42,11
735550,51,1
735550,6,2
735550,43,3
735550,7,4
735550,14,5
735550,48,6
735550,35,7
735550,16,8
735550,18,9
735550,31,10
735800,31,1
735800,8,2
735800,45,3
735800,13,4
735800,38,5
735800,35,6
735800,1,7
735800,12,8
735800,49,9
735800,48,10
735800,15,11
736192,31,1
736192,13,2
736192,27,3
736192,32,4
736192,63,5
736192,48,6
736192,59,7
736192,29,8
736192,18,9
736192,33,10
736310,61,1
736310,4,2
736310,41,3
736310,23,4
736310,12,5
736310,60,6
736310,36,7
736310,7,8
736310,35,9
736310,42,10
736462,39,1
736462,33,2
736462,38,3
736462,31,4
736462,41,5
736462,40,6
736462,13,7
736462,15,8
736462,44,9
736462,22,10
736462,19,11
736511,23,1
736511,17,2
736511,40,3
736511,31,4
736511,49,5
736511,60,6
736511,48,7
736511,19,8
736511,51,9
736511,13,10
736511,44,11
736511,52,12
736511,50,13
736530,15,1
736530,23,2
736530,25,3
736530,1,4
736530,4,5
736530,6,6
736530,41,7
736530,52,8
736530,36,9
736530,30,10
736530,39,11
736530,10,12
736530,19,13
736712,12,1
736712,1,2
736712,31,3
736712,5,4
736712,50,5
736712,10,6
736712,14,7
736712,40,8
736712,51,9
736712,20,10
736873,15,1
736873,20,2
736873,19,3
736873,12,4
736873,40,5
736873,9,6
736873,32,7
736873,1,8
736873,2,9
736873,46,10
736873,10,11
736873,31,12
736998,11,1
736998,9,2
736998,1,3
736998,30,4
736998,57,5
736998,59,6
736998,51,7
736998,31,8
736998,12,9
736998,38,10
736998,5,11
736998,13,12
736998,44,13
737251,51,1
737251,50,2
737251,20,3
737251,15,4
737251,34,5
737251,54,6
737251,5,7
737251,7,8
737251,14,9
737251,11,10
737251,27,11
737251,13,12
737251,56,13
737251,12,14
737251,4,15
737251,9,16
737282,4,1
737282,12,2
737282,40,3
737282,50,4
737282,32,5
737282,36,6
737282,8,7
737282,61,8
737282,46,9
737282,52,10
737529,4,1
737529,39,2
737529,56,3
737529,7,4
737529,1,5
737529,18,6
737529,51,7
737529,25,8
737529,11,9
737529,27,10
737608,57,1
737608,31,2
737608,27,3
737608,42,4
737608,35,5
737608,6,6
737608,18,7
737608,40,8
737608,36,9
737608,52,10
737608,26,11
737608,1,12
737608,28,13
737608,49,14
737654,12,1
737654,4,2
737654,2,3
737654,28,4
737654,1,5
737654,7,6
737654,16,7
737654,53,8
737654,9,9
737654,27,10
737654,36,11
737654,35,12
737654,26,13
737870,59,1
737870,63,2
737870,23,3
737870,39,4
737870,5,5
737870,37,6
737870,48,7
737870,38,8
737870,30,9
737870,1,10
737870,10,11
737870,51,12
737915,54,1
737915,7,2
737915,31,3
737915,6,4
737915,13,5
737915,50,6
737915,55,7
737915,35,8
737915,11,9
737915,29,10
737926,46,1
737926,22,2
737926,23,3
737926,13,4
737926,4,5
737926,55,6
737926,1,7
737926,43,8
737926,54,9
737926,53,10
737926,45,11
737926,6,12
737985,12,1
737985,52,2
737985,42,3
737985,16,4
737985,38,5
737985,23,6
737985,1,7
737985,55,8
737985,24,9
737985,19,10
737985,31,11
737985,50,12
738263,15,1
738263,45,2
738263,12,3
738263,23,4
738263,46,5
738263,4,6
738263,8,7
738263,54,8
738263,19,9
738263,41,10
738263,21,11
738263,2,12
738263,52,13
738263,42,14
738298,49,1
738298,31,2
738298,24,3
738298,38,4
738298,27,5
738298,39,6
738298,60,7
738298,35,8
738298,23,9
738298,34,10
738311,31,1
738311,55,2
738311,9,3
738311,1,4
738311,51,5
738311,36,6
738311,14,7
738311,39,8
738311,7,9
738311,27,10
738311,15,11
738311,33,12
738575,12,1
738575,39,2
738575,20,3
738575,4,4
738575,1,5
738575,5,6
738575,48,7
738575,51,8
738575,23,9
738575,62,10
738575,7,11
738575,35,12
738733,45,1
738733,42,2
738733,1,3
738733,46,4
738733,37,5
738733,41,6
738733,12,7
738733,21,8
738733,7,9
738733,23,10
738975,23,1
738975,53,2
738975,21,3
738975,52,4
738975,9,5
738975,30,6
738975,7,7
738975,35,8
738975,39,9
738975,32,10
738975,37,11
738975,1,12
739079,4,1
739079,12,2
739079,44,3
739079,52,4
739079,45,5
739079,26,6
739079,51,7
739079,15,8
739079,41,9
739079,23,10
739079,61,11
739243,23,1
739243,55,2
739243,10,3
739243,7,4
739243,62,5
739243,16,6
739243,41,7
739243,8,8
739243,13,9
739243,19,10
739243,4,11
739426,31,1
739426,12,2
739426,2,3
739426,1,4
739426,54,5
739426,9,6
739426,36,7
739426,41,8
739426,21,9
739426,6,10
739500,59,1
739500,39,2
739500,7,3
739500,23,4
739500,31,5
739500,52,6
739500,48,7
739500,2,8
739500,1,9
739500,35,10
739500,17,11
739653,31,1
739653,33,2
739653,24,3
739653,23,4
739653,44,5
739653,50,6
739653,28,7
739653,15,8
739653,2,9
739653,60,10
739820,29,1
739820,48,2
739820,58,3
739820,7,4
739820,33,5
739820,43,6
739820,35,7
739820,16,8
739820,13,9
739820,6,10
739954,9,1
739954,12,2
739954,23,3
739954,52,4
739954,34,5
739954,22,6
739954,6,7
739954,38,8
739954,35,9
739954,60,10
739954,8,11
740073,4,1
740073,23,2
740073,19,3
740073,12,4
740073,30,5
740073,58,6
740073,40,7
740073,1,8
740073,5,9
740073,44,10
740230,16,1
740230,31,2
740230,27,3
740230,7,4
740230,35,5
740230,2,6
740230,39,7
740230,36,8
740230,17,9
740230,29,10
740230,5,11
740230,52,12
740230,6,13
740407,18,1
740407,50,2
740407,15,3
740407,59,4
740407,19,5
740407,1,6
740407,27,7
740407,13,8
740407,12,9
740407,48,10
740407,14,11
740407,49,12
740407,35,13
740407,26,14
740594,46,1
740594,36,2
740594,4,3
740594,20,4
740594,43,5
740594,52,6
740594,28,7
740594,35,8
740594,11,9
740594,21,10
740594,45,11
740644,12,1
740644,21,2
740644,13,3
740644,11,4
740644,48,5
740644,30,6
740644,8,7
740644,32,8
740644,31,9
740644,17,10
740644,59,11
740824,22,1
740824,21,2
740824,6,3
740824,27,4
740824,28,5
740824,33,6
740824,44,7
740824,49,8
740824,1,9
740824,23,10
740998,4,1
740998,12,2
740998,21,3
740998,15,4
740998,2,5
740998,6,6
740998,1,7
740998,19,8
740998,23,9
740998,54,10
740998,42,11
740998,58,12
740998,13,13
740998,36,14
740998,27,15
741061,31,1
741061,23,2
741061,41,3
741061,49,4
741061,26,5
741061,35,6
741061,43,7
741061,50,8
741061,13,9
741061,28,10
741076,12,1
741076,50,2
741076,8,3
741076,28,4
741076,23,5
741076,32,6
741076,3,7
741076,40,8
741076,25,9
741076,19,10
741268,31,1
741268,38,2
741268,13,3
741268,5,4
741268,7,5
741268,48,6
741268,25,7
741268,12,8
741268,15,9
741268,35,10
741268,36,11
741268,27,12
741268,17,13
741268,33,14
741528,32,1
741528,13,2
741528,60,3
741528,11,4
741528,44,5
741528,3,6
741528,19,7
741528,2,8
741528,23,9
741528,27,10
741528,9,11
741606,39,1
741606,13,2
741606,6,3
741606,11,4
741606,51,5
741606,57,6
741606,18,7
741606,31,8
741606,54,9
741606,36,10
741652,4,1
741652,2,2
741652,23,3
741652,12,4
741652,6,5
741652,8,6
741652,20,7
741652,15,8
741652,54,9
741652,7,10
741652,32,11
741652,22,12
741924,28,1
741924,4,2
741924,27,3
741924,40,4
741924,35,5
741924,11,6
741924,52,7
741924,37,8
741924,48,9
741924,25,10
741924,10,11
741924,24,12
742028,1,1
742028,19,2
742028,46,3
742028,4,4
742028,37,5
742028,2,6
742028,33,7
742028,23,8
742028,35,9
742028,6,10
742028,36,11
742035,12,1
742035,4,2
742035,46,3
742035,23,4
742035,55,5
742035,59,6
742035,5,7
742035,8,8
742035,57,9
742035,6,10
742035,29,11
742035,52,12
742035,35,13
742035,11,14
742035,19,15
742272,12,1
742272,33,2
742272,10,3
742272,1,4
742272,37,5
742272,4,6
742272,36,7
742272,21,8
742272,11,9
742272,29,10
742437,21,1
742437,28,2
742437,13,3
742437,8,4
742437,29,5
742437,41,6
742437,1,7
742437,42,8
742437,12,9
742437,23,10
742488,61,1
742488,46,2
742488,22,3
742488,48,4
742488,4,5
742488,45,6
742488,23,7
742488,36,8
